acc_x_0,acc_y_0,acc_z_0,gyro_x_0,gyro_y_0,gyro_z_0,acc_x_100,acc_y_100,acc_z_100,gyro_x_100,gyro_y_100,gyro_z_100,acc_x_200,acc_y_200,acc_z_200,gyro_x_200,gyro_y_200,gyro_z_200,acc_x_300,acc_y_300,acc_z_300,gyro_x_300,gyro_y_300,gyro_z_300,acc_x_400,acc_y_400,acc_z_400,gyro_x_400,gyro_y_400,gyro_z_400,acc_x_500,acc_y_500,acc_z_500,gyro_x_500,gyro_y_500,gyro_z_500,acc_x_600,acc_y_600,acc_z_600,gyro_x_600,gyro_y_600,gyro_z_600,acc_x_700,acc_y_700,acc_z_700,gyro_x_700,gyro_y_700,gyro_z_700,acc_x_800,acc_y_800,acc_z_800,gyro_x_800,gyro_y_800,gyro_z_800,acc_x_900,acc_y_900,acc_z_900,gyro_x_900,gyro_y_900,gyro_z_900,acc_x_1000,acc_y_1000,acc_z_1000,gyro_x_1000,gyro_y_1000,gyro_z_1000,shift,label
0.7517793,0.3926491,10.22803,-0.2748091,1.954198,-0.2366412,0.8882488,0.07422025,10.22803,-0.7251908,1.832061,-8.534351,19.29008,2.679112,10.79546,-3.984733,-0.02290076,41.64886,-6.528988,-6.01184,9.974244,-3.725191,-4.19084,22.27481,-13.80976,0.5027823,9.706094,2.656489,2.152672,-82.73283,-0.6153098,0.8379706,10.08677,-1.549618,0.5801527,10.17557,-0.5554548,-0.06224924,9.974244,-0.8091603,0.7633588,-1.977099,-0.1268927,-0.1675941,10.17057,-0.3053435,1.183206,-1.236641,-0.1723825,-0.05506664,10.08438,-0.6183206,1.358779,-1.435114,-0.1340753,-0.09576806,10.1586,-0.9694656,1.183206,-1.435114,-0.1364695,-0.04548983,10.16099,-0.4732824,1.053435,-1.114504,1,1
0.4884171,0.08858546,10.15141,-1.290076,1.526718,0.7938931,4.386178,-0.4716577,10.21606,0.1603053,2.320611,-20.87023,18.61731,1.745373,11.1067,-0.3435115,-2.625954,43.29771,-12.22,-1.781286,10.0748,-1.419847,5.885496,-6.19084,-11.71244,0.8523358,9.957485,1.061069,1.083969,-35.32061,0.01675941,0.1292869,10.19212,-0.2824428,1.419847,-7.076336,-0.4357447,-0.04070143,10.10593,-1.694656,1.0,3.21374,-0.1292869,-0.1460463,10.1586,-0.9923664,0.4198473,-0.9923664,-0.2442086,-0.02633622,10.19451,-0.5419847,1.236641,0.8625955,-0.01915361,-0.1005565,10.09874,-1.045802,0.4274809,2.557252,-0.2035071,-0.08619126,10.17296,-0.5114504,0.8778625,1.198473,3,1
0.3519476,0.004788404,10.22324,-0.4503817,1.022901,-2.358779,6.184223,0.04548983,10.19691,-1.725191,0.5725191,-12.34351,19.6127,1.024718,10.73799,-5.908397,-2.229008,48.39694,-19.6133,2.394202,8.983045,1.770992,0.7328244,-30.87786,-6.464345,-3.201048,9.907207,-1.740458,-0.6183206,63.41985,0.2154782,0.09816227,10.17536,-0.6793893,2.343511,-29.61069,-0.2154782,0.05267244,10.10114,-0.8625955,1.091603,-10.26718,-0.1628057,-0.225055,10.14663,-0.7709923,1.236641,-1.679389,-0.2035071,0.009576807,10.1179,-0.6946565,2.061069,-1.274809,-0.1771709,0.03830723,10.09635,-0.5725191,0.5725191,-1.473282,-0.1628057,-0.1460463,10.09156,-0.6946565,0.8396947,-1.229008,4,1
0.04070143,-0.06224924,10.09635,-0.5648855,1.320611,-0.129771,0.3782839,0.02873042,10.16817,0.04580153,0.08396947,-3.022901,7.252037,-0.878672,10.1179,-4.343512,-0.8473283,9.305344,4.702212,-0.272939,10.04846,1.709924,0.0610687,15.51908,-2.942474,-0.3974375,10.40999,0.2748091,1.801527,20.12977,-6.799533,1.764527,10.22324,-1.076336,6.129771,-2.206107,-3.0143,0.009576807,10.19212,-2.618321,0.6183206,-1.21374,-1.067814,0.2442086,10.10593,-0.9847328,0.1603053,-5.145038,0.05506664,-0.08858546,10.05086,-1.366412,0.3206107,-0.4961832,0.08858546,-0.06703765,10.07959,-0.4122138,1.969466,0.2900764,0.05027823,-0.01915361,10.08677,-0.5572519,0.832061,-1.358779,-1,1
0.02633622,0.2154782,10.21845,-0.7175572,0.6564885,-8.183207,3.021482,-0.3423708,10.05565,-1.40458,2.59542,-8.778625,11.12107,1.939303,10.46266,-1.732824,-0.5343512,19.31298,9.540894,-0.1125275,11.21923,3.923664,-6.198473,46.32824,-19.6133,1.812411,9.643845,-1.137405,-0.7251908,17.19084,-3.148375,-0.3375824,10.07241,-1.251908,0.9160305,19.58015,-0.09816227,0.08858546,10.08198,-0.5648855,0.6717557,-7.908397,-0.7469909,0.03830723,10.04128,-1.389313,1.038168,1.29771,-0.1292869,-0.1963245,10.1179,-0.6259542,1.244275,-1.244275,-0.1388637,0.03830723,10.13705,-0.5648855,1.244275,-10.50382,-0.1244985,-0.1819593,10.18493,-0.6412213,1.251908,-1.160305,5,1
0.01197101,0.04309563,10.15381,-1.267176,1.427481,-0.6946565,-0.6272808,-0.03591302,10.19691,-0.7022901,1.244275,1.251908,0.01915361,-0.004788404,10.0341,-1.099237,0.8778625,2.221374,0.3064578,-0.007182605,10.05804,-0.961832,1.381679,-5.122138,-0.2011129,-0.01915361,10.10353,-0.5725191,1.816794,-1.068702,0.6129156,-0.04070143,10.3645,-0.4656488,1.870229,-10.32824,19.6127,5.645528,11.2743,2.114504,-2.587786,36.41985,-5.822699,-3.155558,10.38605,-7.854962,-4.08397,-6.969466,-9.500193,-1.793257,9.581595,3.0,1.045802,-57.17557,-0.8331822,0.3423708,10.0748,0.610687,0.7938931,-11.36641,-0.4237737,0.007182605,10.02213,-0.5267176,1.427481,-5.51145,-37,1
0.4692635,-0.08619126,10.05086,0.01526718,0.6717557,-9.236641,1.924938,-0.272939,10.42675,-0.6335878,1.671756,-6.946565,9.203311,2.329558,10.21845,-1.770992,2.824427,20.58779,11.91115,-0.08619126,10.42914,-1.160305,-5.022901,38.90076,-19.6133,2.449268,10.56082,-5.068702,-6.969466,27.87023,-4.266468,-0.2202666,10.23521,-0.9312977,0.648855,22.56489,-0.4836287,0.3064578,10.13466,0.129771,0.8244275,-10.22138,-0.6847417,0.05746084,10.08677,-1.664122,0.8244275,3.29771,-0.1197101,-0.1843535,10.19212,-0.6717557,1.10687,-1.259542,-0.1939303,0.0,10.14423,-0.1374046,1.244275,-10.89313,-0.1221043,-0.1053449,10.14663,-0.5496183,1.381679,-1.541985,4,1
-0.1556231,-0.004788404,10.05325,-0.4274809,1.129771,9.580153,1.197101,0.009576807,10.12029,-0.5648855,1.21374,-8.175572,0.902614,0.1532289,10.17057,-0.1450382,1.755725,-8.610687,3.177106,0.1604115,10.31422,-1.259542,0.5038168,-7.320611,19.6127,2.475605,11.50174,-13.06107,-0.7938931,62.8168,-19.6133,6.397307,8.662222,3.068702,5.603054,-44.90077,-4.288015,-2.703054,9.921572,-2.29771,0.1221374,25.33588,-0.4596867,0.225055,10.08677,-0.5572519,1.351145,-27.64122,-0.2873042,-0.1125275,10.1179,-1.244275,0.9923664,-1.977099,-0.1987187,0.2513912,10.09156,-0.6717557,1.061069,-1.038168,-0.1077391,-0.06703765,10.10832,-0.3740458,1.343511,-1.145038,-15,1
0.7517793,0.1173159,10.18733,-1.137405,0.8549618,-3.351145,7.299921,0.225055,10.5297,-0.8625955,-0.2748091,-13.25954,19.6127,-0.7038953,10.87686,0.2977099,6.938931,31.13741,-19.6133,3.694253,7.917625,-2.671756,-3.351145,5.465649,-5.125986,-2.059013,9.962274,-2.458015,-2.076336,72.48092,-0.2801216,-0.07422025,10.19691,-0.2748091,1.580153,-23.22901,-0.4405331,0.02633622,10.1179,-0.6335878,0.9770992,-9.083969,-0.1292869,-0.1268927,10.12029,-0.6946565,1.80916,-1.244275,-0.1723825,-0.03591302,10.10353,-0.7175572,1.732824,-1.458015,-0.1651999,0.05985504,10.13226,-0.6793893,0.4885496,-1.282443,-0.1699883,-0.1268927,10.13945,-0.5954198,1.091603,-1.061069,5,1
-0.06703765,-0.04788403,10.18972,-0.9007633,1.152672,8.648855,0.4189853,0.002394202,10.10353,-0.1984733,1.145038,2.755725,0.4692635,-0.1628057,10.17057,-0.5954198,1.503817,-6.748092,1.61848,0.1364695,10.1586,-0.9541985,0.8778625,-4.312977,6.186617,1.546654,10.41717,-1.358779,2.664122,6.40458,12.98615,0.770933,10.06762,1.480916,-2.587786,32.0687,-10.1562,-1.632845,9.160215,-3.587786,8.366412,8.832061,-8.724471,0.3303998,9.991004,-1.801527,1.267176,16.1145,0.2035071,-0.1029507,10.17775,0.6946565,1.419847,-22.90076,-0.4764462,0.1364695,10.22085,-2.229008,1.022901,5.816794,-0.06943185,-0.1987187,10.13226,-0.832061,1.114504,-2.824427,-19,1
-0.344765,-0.004788404,10.1179,-0.6946565,1.427481,-3.0,-0.3663129,0.05027823,10.10832,-0.5801527,1.045802,-2.480916,0.06943185,0.09337386,10.09874,-0.832061,0.9160305,-2.007634,0.2202666,-0.04548983,10.16817,-0.3358779,1.183206,0.8778625,1.630451,0.8403648,10.21127,-0.129771,1.587786,2.435115,2.183512,0.1484405,10.16339,-1.022901,0.7251908,-8.572519,18.47606,3.74932,10.59913,-0.5419847,-1.984733,35.32061,3.574543,-3.660734,10.26634,-0.2977099,-7.694656,-5.351145,-19.6133,0.6751649,9.433155,-1.824428,3.267176,-47.38931,-0.2298434,0.6440403,10.05325,-0.5572519,1.198473,7.931298,-0.2011129,-0.007182605,10.06522,-0.5267176,0.8549618,-1.755725,-37,1
0.4477157,0.1484405,10.12508,-1.091603,1.969466,1.137405,3.706224,-0.2035071,10.26634,-0.8931297,1.618321,-8.244275,17.1784,1.790863,10.70448,0.1145038,-0.5343512,29.86259,-9.964667,-2.341529,11.00136,-6.29771,2.282443,16.51908,-14.54956,1.063026,9.653421,0.1450382,2.114504,-40.80153,-0.4740519,0.4070143,10.08438,0.1984733,1.503817,-6.793893,-0.4572925,0.01197101,10.12987,-1.847328,0.8931297,5.122138,-0.1532289,-0.1244985,10.19691,-0.9160305,0.4580153,-0.9007633,-0.1484405,-0.04070143,10.06522,-0.4580153,1.167939,0.2748091,-0.08619126,-0.04788403,10.13705,-0.8015267,0.4961832,4.045802,-0.1221043,-0.08379706,10.14663,-0.4732824,0.9312977,0.03816794,2,1
