acc_x_0,acc_y_0,acc_z_0,gyro_x_0,gyro_y_0,gyro_z_0,acc_x_100,acc_y_100,acc_z_100,gyro_x_100,gyro_y_100,gyro_z_100,acc_x_200,acc_y_200,acc_z_200,gyro_x_200,gyro_y_200,gyro_z_200,acc_x_300,acc_y_300,acc_z_300,gyro_x_300,gyro_y_300,gyro_z_300,acc_x_400,acc_y_400,acc_z_400,gyro_x_400,gyro_y_400,gyro_z_400,acc_x_500,acc_y_500,acc_z_500,gyro_x_500,gyro_y_500,gyro_z_500,acc_x_600,acc_y_600,acc_z_600,gyro_x_600,gyro_y_600,gyro_z_600,acc_x_700,acc_y_700,acc_z_700,gyro_x_700,gyro_y_700,gyro_z_700,acc_x_800,acc_y_800,acc_z_800,gyro_x_800,gyro_y_800,gyro_z_800,acc_x_900,acc_y_900,acc_z_900,gyro_x_900,gyro_y_900,gyro_z_900,acc_x_1000,acc_y_1000,acc_z_1000,gyro_x_1000,gyro_y_1000,gyro_z_1000,shift,label
-0.05506664,-0.2681506,10.15141,-0.8473283,1.29771,-2.793893,-0.01436521,-0.3184288,10.05086,-0.6183206,1.51145,-4.900764,1.089362,0.2298434,10.10593,-0.6793893,1.160305,-1.969466,1.704672,0.4884171,10.17536,-1.198473,1.526718,12.41985,4.359841,-0.1340753,10.31662,0.1984733,1.519084,1.358779,17.65245,0.9193734,11.1067,0.6870229,-1.381679,32.55725,-12.42112,0.05027823,8.949526,-2.870229,2.900763,34.57252,-10.37647,0.6847417,9.646238,1.801527,2.519084,-13.22901,-0.1867477,0.05267244,10.07001,-0.7480916,-0.3740458,-2.664122,-0.3495534,-0.2561796,10.12987,-1.137405,0.7099237,3.938931,-0.1173159,-0.05985504,10.17536,-0.5267176,0.8931297,-1.259542,-20,1
0.3160346,0.05746084,10.16817,-1.580153,1.389313,7.022901,0.6823475,-0.1292869,10.14663,-0.8473283,1.419847,-0.2290076,-0.04548983,0.1508347,10.1179,-0.5038168,2.969466,1.091603,4.67827,0.03830723,10.1993,0.2137404,0.1068702,-4.740458,11.31021,0.8451532,10.15141,-0.0610687,-1.572519,16.03053,1.908179,-1.766921,9.902418,-5.526718,-6.519084,1.51145,-18.44254,0.6033388,9.67018,-0.4198473,-1.068702,-39.22137,-2.719813,0.5003881,9.969456,-0.09160305,0.8854962,0.1145038,-0.1173159,0.1412579,10.14663,-1.099237,1.0,2.51145,-0.1484405,-0.2106898,10.20648,-1.022901,1.305344,0.9770992,-0.1699883,-0.08140286,10.10593,-0.1908397,1.396947,-1.290076,-2,1
0.2394202,0.2346318,10.13945,-0.6946565,1.610687,2.694656,0.9864111,0.08858546,10.13466,-0.2824428,1.763359,-3.70229,6.88333,-0.248997,10.15141,1.351145,-1.816794,-19.41221,5.137957,-1.414973,9.246407,-1.122137,-0.1526718,-37.48855,-4.838682,-0.01915361,10.13705,1.572519,-1.603053,24.35878,-6.435614,0.3064578,10.21366,-2.21374,0.5954198,18.17557,-1.51553,-0.1005565,10.09635,-0.2061069,2.259542,-16.70992,0.01197101,-0.05267244,10.10593,-1.480916,-0.2213741,-1.10687,0.1029507,-0.06703765,10.08438,-0.3053435,1.0,0.3587786,0.1532289,-0.03351882,10.08917,1.099237,2.977099,-5.961832,0.01915361,0.0,10.02931,0.4885496,2.10687,-1.374046,1,1
-0.1699883,-0.07182605,10.12508,-0.7251908,1.129771,-1.183206,-0.2035071,-0.1005565,10.07241,-0.8396947,1.465649,-0.2061069,-0.2059013,-0.02873042,10.14423,-1.053435,1.732824,0.8091603,2.300828,-0.2777274,10.21606,-1.259542,1.458015,17.48855,8.231265,-0.1915361,10.20648,0.2442748,-1.946565,29.40458,4.053383,-1.335965,10.97981,-5.335878,-0.7938931,24.22901,-11.66934,1.769315,9.536105,0.8396947,0.5877862,-33.99237,-3.581726,0.296881,9.983821,-0.1755725,0.3816794,-1.78626,-0.1747767,-0.04070143,10.12747,-0.9236641,0.8244275,-16.83969,-0.1412579,-0.1508347,10.13705,-0.6641222,2.534351,2.0,-0.1795651,-0.1101333,10.11311,-1.221374,1.320611,-1.083969,-16,1
0.3878607,0.1460463,10.06522,-0.5572519,1.374046,1.526718,1.06542,0.1053449,10.10114,-1.351145,1.221374,9.015267,4.690241,-1.355118,10.40041,-1.175573,-0.3053435,-11.46565,9.947908,0.3399766,11.79144,-1.900763,-3.618321,41.77099,-1.831564,-1.268927,10.51294,-3.358779,-4.396946,1.312977,-14.85602,2.348712,10.38365,-0.3969466,-0.7862596,14.27481,-0.9720459,-1.005565,9.964667,-0.8473283,-0.1450382,-6.938931,-0.08140286,-0.2106898,10.12029,0.351145,2.282443,-4.503817,-0.04788403,0.01197101,10.14902,-1.045802,0.7633588,-1.099237,-0.05746084,-0.237026,10.11071,-0.7175572,1.343511,-5.267176,-0.5123591,0.06943185,10.1179,-0.7251908,1.137405,0.7862596,-5,1
0.3351882,-0.06703765,10.12508,-0.389313,1.465649,-0.832061,0.1005565,0.03591302,10.16817,-0.9007633,1.236641,0.6870229,-0.04788403,-0.02633622,9.983821,-1.083969,1.374046,-4.08397,-0.05267244,-0.02873042,10.09395,-0.4885496,1.236641,-1.328244,0.2154782,0.009576807,10.04128,-0.6412213,0.5648855,5.458015,1.474828,0.6703765,10.20888,0.6946565,1.061069,-22.23664,12.2655,-0.6081272,9.876082,-11.41221,-0.5954198,-0.0610687,3.450045,0.4979939,10.34774,-4.091603,-0.6717557,37.34351,-7.637504,2.197877,9.89763,3.290076,-7.274809,39.43512,-7.697359,1.848324,9.756371,2.251908,-0.2824428,-4.152672,-1.565808,-0.6919243,10.04368,-0.05343511,0.5725191,-11.75573,-37,1
-0.1963245,-0.05506664,10.20409,-0.8854962,2.167939,-1.259542,5.959168,0.03591302,10.57758,-0.8091603,0.351145,11.62596,13.82412,-0.06703765,10.82179,0.6564885,2.709924,-40.37405,-17.95891,3.172317,9.44752,-3.206107,0.09160305,-37.74046,-2.451663,-1.359907,10.03649,0.2290076,0.1908397,18.06107,-0.1747767,-0.04788403,10.08677,-0.7022901,0.6717557,5.389313,-0.2513912,-0.01915361,10.08917,-0.6641222,1.48855,-0.3816794,-0.1867477,-0.07422025,10.1586,-0.389313,0.9541985,-1.396947,-0.1580173,0.0,10.06522,-0.5725191,1.053435,-1.099237,-0.1604115,-0.05506664,10.05804,-0.3740458,0.8091603,-1.045802,-0.1604115,-0.05267244,10.12987,-0.5725191,1.526718,-1.244275,4,1
0.1675941,-0.08619126,10.02931,-0.8167939,1.587786,-0.09923664,0.1675941,-0.08619126,10.15141,-0.870229,1.480916,0.8396947,0.2035071,-0.05267244,10.12747,-0.5954198,0.9770992,-2.274809,-0.2202666,-0.04070143,10.05804,-0.610687,1.312977,-1.290076,0.4979939,-0.02154782,10.22085,-0.3435115,1.335878,-7.480916,9.696517,1.33357,10.54407,0.4580153,2.251908,-20.47328,17.16403,-0.09097966,11.35331,-3.503817,-0.4045802,81.06871,-19.6133,4.213795,9.576807,0.4351145,-3.267176,-57.78626,-3.70383,-1.151611,10.17775,-1.328244,-1.709924,42.32824,-0.9768343,-0.1173159,10.0748,-0.4732824,1.656489,-22.41985,-0.2825158,-0.1077391,10.04368,-1.175573,0.4427481,0.1908397,-37,1
0.2537854,-0.06943185,10.07959,-0.4656488,0.7709923,-5.198473,0.213084,0.3591303,10.14663,-0.9694656,2.709924,7.870229,3.562572,0.1819593,10.16578,-0.3358779,0.8396947,0.7633588,14.03002,0.9169792,11.066,1.977099,-1.198473,-5.465649,1.841141,-2.06859,10.16099,-2.320611,-2.29771,14.85496,-19.56542,0.8164227,9.890448,-3.900763,-1.51145,8.816793,-3.234566,-0.02394202,10.02452,0.2519084,2.19084,-15.52672,0.2657564,0.2035071,10.12747,-0.778626,1.0,-6.549618,-0.2920926,-0.07422025,10.18493,-1.122137,1.160305,-2.679389,-0.1197101,-0.01436521,10.09156,-0.8015267,0.778626,-1.473282,-0.4333505,-0.1292869,10.06044,-0.832061,1.442748,-3.022901,-5,1
-0.2298434,-0.01915361,10.10832,-1.0,1.557252,-1.282443,1.316811,-0.1699883,10.13705,-1.458015,1.0,3.51145,9.390059,0.8164227,10.50336,-0.7862596,0.648855,-6.435114,16.1441,-1.953669,10.85531,-2.687023,2.900763,86.46565,-19.6133,7.010222,9.169792,-4.992366,2.435115,-10.59542,-3.691859,-1.091756,10.07241,-1.045802,-2.793893,32.01527,-0.09097966,-0.04548983,10.17057,-0.3129771,2.198473,-15.96947,-0.3184288,-0.01675941,10.11311,-0.5267176,1.137405,-9.801527,-0.1675941,-0.02633622,10.14902,-0.7709923,0.4122138,-1.229008,-0.1915361,-0.05746084,10.17775,-0.4885496,1.351145,-1.053435,-0.1556231,-0.06224924,10.1179,-1.015267,1.236641,-1.587786,-2,1
1.223437,0.09097966,10.25197,-0.961832,1.480916,-4.358778,1.113304,0.2992752,10.17057,-1.541985,1.053435,9.954199,4.422091,-0.3160346,10.20648,-0.7328244,2.938931,-14.14504,18.92616,1.805228,10.24958,0.5801527,-3.564885,22.99237,-9.512163,-0.9504981,10.13226,-1.167939,-2.152672,26.06107,-12.44027,1.458069,9.773131,0.3206107,2.48855,-9.961832,-0.3064578,0.1221043,10.19212,-0.2671756,-0.3816794,-5.992366,0.06464344,-0.2466028,10.09395,-1.183206,0.648855,5.832061,-0.1316811,0.0,10.1562,-0.6564885,0.870229,-1.160305,-0.2274492,-0.03351882,10.21127,-0.610687,0.778626,-7.122138,-0.5841852,0.04548983,10.14902,-0.7099237,0.9923664,1.274809,-1,1
0.5123591,-0.2992752,10.12268,-1.793893,1.908397,4.969466,0.9409212,-0.1987187,10.1179,-1.412214,1.251908,-0.6717557,2.276886,-0.01675941,10.05565,-1.671756,2.366412,13.38931,7.867347,0.1460463,10.26634,-0.8931297,1.229008,-3.694656,10.54167,0.5793968,10.51773,0.4427481,-1.48855,25.40458,-11.03248,-0.4668693,9.464279,-3.671756,-1.114504,56.22138,-9.653421,0.1963245,9.627085,-0.2213741,1.908397,-6.320611,-0.1843535,0.06943185,10.05804,-0.7480916,0.8625955,-5.435114,0.007182605,0.237026,10.22803,-1.923664,0.4656488,8.145039,-0.1292869,-0.1771709,10.16099,-0.7175572,1.343511,-1.366412,-0.1699883,0.007182605,10.09635,-0.4045802,1.473282,-1.335878,2,1
0.01675941,-0.03830723,10.11311,-0.6183206,1.366412,-2.816794,0.3734955,0.1005565,10.09156,-1.076336,0.9236641,4.572519,-0.1939303,0.007182605,10.14184,-0.9312977,1.389313,3.923664,0.938527,0.007182605,10.21127,-1.030534,1.664122,5.603054,8.956709,0.1125275,10.39323,0.4656488,1.908397,-8.694656,17.18558,0.272939,10.79306,-4.519084,-5.70229,37.55725,-19.00517,1.934515,9.763555,-1.580153,-0.3664122,-21.30534,-5.767632,0.002394202,9.902418,-0.3969466,2.618321,1.656489,-0.05267244,0.01915361,10.14902,-0.7022901,1.221374,-7.053435,-0.5841852,-0.1412579,10.19691,-0.6259542,0.7557252,1.145038,-0.1436521,-0.09576806,10.17057,-0.9083969,1.335878,-1.099237,-19,1
-0.1891419,-0.06224924,10.08198,-0.9694656,1.832061,-1.259542,2.169147,0.02394202,10.22803,-1.656489,2.40458,10.29008,11.6837,1.01993,10.6135,0.3358779,-0.09160305,-24.51145,-1.80044,-0.9696517,9.844957,-3.763359,0.8473283,62.83969,-11.69807,-3.244143,9.442732,3.0,0.648855,-47.75573,-0.06943185,0.05027823,10.10114,-0.7938931,1.358779,-14.62595,-0.3830723,0.002394202,10.12508,-1.328244,1.091603,8.40458,-0.2154782,0.05506664,10.16099,-0.610687,0.5572519,-1.030534,-0.1843535,-0.08140286,10.15141,-0.5801527,0.6793893,-1.19084,-0.1580173,-0.009576807,10.12029,-0.5572519,0.6641222,-1.183206,-0.1436521,-0.03591302,10.13226,-0.610687,1.519084,-1.19084,0,1
0.3758897,-0.1364695,10.1562,-0.6412213,1.19084,-0.07633588,-0.225055,-0.03351882,10.05325,-0.8244275,1.236641,-1.526718,-0.1149217,0.0,10.06522,-0.7251908,1.259542,2.129771,3.083732,0.1292869,10.21366,-0.8091603,1.145038,0.6564885,19.6127,3.215413,10.63026,1.625954,-1.007634,-2.038168,-2.303222,-4.910508,9.739613,-3.206107,2.091603,22.42748,-17.0108,-3.356671,9.244013,3.854962,3.48855,-70.96947,-0.09576806,0.2896984,10.02931,-0.4274809,1.419847,1.618321,-0.6727707,-0.1484405,10.1586,-0.870229,0.3969466,-5.076336,-0.03351882,-0.1340753,10.21366,-0.9847328,0.8244275,-0.961832,-0.2346318,0.3782839,10.0748,-0.5801527,1.137405,-1.435114,-15,1
0.344765,-0.09097966,10.24958,-1.045802,1.480916,-11.41985,0.5267244,0.08379706,10.16817,-1.007634,1.236641,4.900764,0.5841852,0.3040636,10.24239,-1.274809,2.045802,2.389313,1.771709,0.1963245,10.33098,-0.9312977,-0.351145,4.343512,7.721301,-1.290475,10.24239,2.022901,0.05343511,-30.41985,7.005434,0.5003881,10.14902,-2.175573,3.419847,43.82443,-14.92785,0.1915361,9.744401,-3.847328,2.587786,-4.007634,-5.480328,0.01675941,9.983821,-1.061069,-0.259542,0.610687,-0.08858546,0.1699883,10.05804,-1.229008,0.3053435,0.870229,-0.2082956,-0.1987187,10.14663,-1.122137,1.129771,-0.3129771,-0.1316811,-0.02873042,10.12508,-0.3129771,1.10687,-1.229008,-17,1
-0.1747767,-0.03591302,10.16099,-0.8931297,1.618321,-1.068702,0.6727707,-0.07422025,10.21606,-1.045802,2.580153,8.816793,10.48421,1.307234,10.80264,0.3969466,2.557252,-18.03817,6.019023,-1.247379,10.65659,4.274809,-3.748092,64.85497,-16.8863,1.221043,9.82341,-1.427481,2.129771,-64.89313,-1.240196,0.4141969,10.04128,-0.259542,1.625954,-23.57252,-0.2944868,-0.03112462,10.17057,-1.206107,0.4580153,13.80916,-0.2466028,0.04070143,10.13226,-0.1145038,1.267176,-0.9770992,-0.1580173,-0.009576807,10.12987,-0.8931297,1.007634,-1.526718,-0.28491,-0.06224924,10.25437,-0.9923664,0.6870229,-1.160305,-0.2059013,-0.03351882,10.12268,-0.832061,1.061069,-1.236641,-2,1
-0.1364695,-0.004788404,10.11071,-0.8625955,2.916031,5.61832,1.39582,-0.03830723,10.16099,-0.9694656,1.045802,0.3740458,8.238448,-0.4548983,10.10593,1.396947,3.931298,-18.9771,8.999804,-1.759738,9.11712,-3.129771,-11.23664,49.64885,-9.325416,-0.6440403,10.58237,-5.167939,4.221374,-30.9771,-10.61828,2.226608,9.718064,-2.572519,0.2977099,24.0916,-0.03830723,-0.1915361,10.11311,0.1526718,0.02290076,-6.862596,-0.248997,0.05746084,10.06762,-0.4351145,1.656489,-8.145039,-0.1053449,-0.03830723,10.12029,-1.015267,1.183206,-1.267176,0.04309563,-0.2106898,10.12747,-0.8167939,1.496183,-2.977099,-0.296881,0.05506664,10.06762,-0.8167939,0.6412213,1.083969,-1,1
0.06464344,-0.1364695,10.00776,-1.21374,0.7251908,1.89313,0.1651999,0.2442086,10.0341,-0.7175572,1.541985,-2.045802,-0.1699883,-0.05746084,10.09874,-1.083969,2.717557,5.923664,1.936909,-0.2442086,10.27352,-1.244275,0.870229,2.961832,7.304709,0.866701,10.70448,0.2213741,2.587786,-14.54962,8.109161,-1.343147,10.62547,1.221374,-1.954198,43.61832,-11.66455,-0.4285621,10.54885,-3.503817,-7.557252,-35.61069,-8.968679,1.642422,9.880871,-3.251908,0.6717557,30.8855,-0.1604115,-0.2035071,10.17296,0.832061,0.7709923,-8.297709,-0.2920926,0.1723825,10.13226,-0.7557252,1.717557,-5.366412,-0.1173159,-0.07661445,10.14663,-0.7938931,1.335878,-1.564886,-20,1
-0.2681506,-0.05027823,10.0772,-1.091603,1.137405,3.183206,1.628057,-0.06943185,10.22564,0.1145038,0.832061,-4.496183,16.20396,2.236184,11.066,-0.1755725,1.198473,-18.73282,7.383718,-2.549825,10.57279,-2.396947,-6.236641,38.70229,-19.6133,3.514688,9.708488,3.251908,2.137405,-83.06107,-1.821988,0.04548983,10.0772,-2.396947,1.770992,39.24428,-0.4548983,-0.1532289,10.03649,-0.3969466,0.3587786,-3.687023,-0.1580173,-0.05027823,10.20169,-0.7480916,0.7633588,-0.4580153,-0.2394202,0.07182605,10.12508,-0.648855,0.9923664,-1.80916,-0.2322376,-0.1244985,10.01016,-0.7557252,1.145038,-2.984733,-0.3040636,-0.08858546,10.09156,-0.4885496,1.083969,-3.305344,3,1
0.3567361,-0.1795651,10.1179,-0.5954198,1.656489,4.862596,2.825158,-0.05027823,9.895236,-0.1068702,3.473282,-5.572519,6.888118,-0.5434838,10.14663,-2.51145,-2.832061,-32.62595,0.1819593,-0.5602432,10.59674,0.4961832,-1.015267,-7.770992,-7.216124,-0.007182605,11.49456,-1.259542,2.816794,35.40458,-4.41012,0.7350199,9.842564,1.114504,2.21374,-8.893129,-1.192312,-0.2178724,10.11311,-0.832061,0.7022901,-12.52672,0.05027823,0.03112462,10.1179,-0.7328244,0.3664122,2.198473,0.08858546,0.2896984,10.00297,-1.335878,1.328244,-1.549618,0.1532289,-0.1987187,10.24479,0.4961832,2.450382,-2.251908,0.09576806,0.1747767,10.01734,0.6870229,2.648855,1.427481,5,1
0.9528923,0.06943185,10.17536,-0.5038168,0.5496183,1.053435,0.7517793,0.1173159,10.18733,-1.137405,0.8549618,-3.351145,7.299921,0.225055,10.5297,-0.8625955,-0.2748091,-13.25954,19.6127,-0.7038953,10.87686,0.2977099,6.938931,31.13741,-19.6133,3.694253,7.917625,-2.671756,-3.351145,5.465649,-5.125986,-2.059013,9.962274,-2.458015,-2.076336,72.48092,-0.2801216,-0.07422025,10.19691,-0.2748091,1.580153,-23.22901,-0.4405331,0.02633622,10.1179,-0.6335878,0.9770992,-9.083969,-0.1292869,-0.1268927,10.12029,-0.6946565,1.80916,-1.244275,-0.1723825,-0.03591302,10.10353,-0.7175572,1.732824,-1.458015,-0.1651999,0.05985504,10.13226,-0.6793893,0.4885496,-1.282443,-5,1
0.3639187,-0.1125275,10.13705,-0.6564885,2.389313,-1.59542,0.2178724,0.1604115,10.04607,-0.9236641,1.832061,11.61069,0.08619126,-0.2035071,10.08917,-1.10687,1.40458,4.38168,1.077391,-0.1723825,10.18015,-0.9160305,0.9541985,-0.9312977,5.075707,-0.5889736,10.2831,-0.6793893,2.10687,-1.40458,10.23282,0.5602432,10.27352,0.1526718,-1.183206,-5.778626,10.33337,0.08140286,10.71645,2.557252,-1.251908,14.8397,-16.44098,-1.180341,9.160215,-4.671756,6.419847,12.48855,-7.058106,-0.004788404,10.12987,0.9389313,1.328244,-3.351145,-0.1532289,0.01675941,10.14184,-0.9389313,0.7709923,-1.374046,-0.1580173,-0.1029507,10.04607,-1.801527,0.9083969,0.648855,-16,1
0.6607997,0.03351882,10.13226,-0.7099237,0.961832,-3.984733,-0.04548983,-0.01675941,10.12747,-0.9160305,1.625954,7.534351,1.699883,-0.04548983,10.15141,-0.6793893,1.748092,-12.94657,19.6127,2.212242,10.82179,-2.938931,0.6870229,80.10688,-19.6133,1.898602,9.516952,-2.770992,-0.8167939,47.51909,-6.191406,-1.922544,9.816227,1.541985,0.5877862,-26.58015,-1.161188,0.9816227,9.844957,-1.160305,1.740458,-13.09924,-0.6560113,-0.08858546,10.17536,-1.366412,1.030534,-3.740458,-0.1556231,-0.1795651,10.11071,-1.167939,1.198473,-1.167939,-0.02154782,-0.2059013,10.24718,-0.03816794,0.5648855,-1.053435,-0.1675941,-0.04309563,10.1155,-0.8854962,-0.04580153,-0.9160305,-5,1
0.1675941,-0.03112462,10.16817,-1.40458,0.8091603,-4.603054,0.2226608,-0.03830723,10.12747,0.07633588,2.068702,-3.709924,0.1149217,-0.2035071,10.0341,-0.9847328,1.068702,-6.862596,0.28491,0.0,10.19451,0.1908397,1.167939,-7.328244,0.1580173,0.0,10.09156,-0.2824428,1.641221,-4.755725,1.283292,0.004788404,10.11311,-2.335878,1.0,-4.335878,14.87278,-0.260968,10.40759,-0.389313,-2.839695,-0.1068702,2.600103,-1.491588,11.19289,-4.946565,-3.366412,10.51145,-12.71321,2.762909,10.34295,-8.435115,-1.053435,15.28244,-5.116409,-0.6105214,10.13945,7.717557,1.038168,-24.58015,-0.1915361,-0.09816227,10.08438,-1.564886,0.03816794,14.96183,-37,1
0.6584055,0.09337386,10.09395,0.0610687,1.030534,-6.725191,3.189077,-0.09097966,10.1586,-0.778626,1.580153,-20.51908,19.6127,2.03986,10.39802,-5.358778,-1.206107,101.4733,-9.255983,-4.216189,10.47224,-1.045802,-7.580153,-9.167939,-11.58794,-4.659117,9.758766,-0.3358779,1.198473,5.435114,-0.2059013,0.8810662,10.06522,-0.5419847,1.641221,-1.358779,-0.1747767,0.1795651,10.08438,-1.045802,1.007634,-2.122137,-0.1484405,-0.2633622,10.17057,-0.9465649,1.038168,-0.9083969,-0.2082956,-0.1268927,10.16817,-0.7251908,1.267176,-1.526718,-0.1771709,0.06224924,10.10832,-0.6564885,0.9770992,-1.396947,-0.1939303,-0.07661445,10.1179,-0.5954198,0.5725191,-1.389313,5,1
0.4692635,0.03351882,10.14184,-0.2900764,1.290076,-4.51145,2.334347,-0.1723825,10.06522,-0.9160305,0.5114504,-13.25954,19.6127,3.742137,10.9032,0.6793893,0.1832061,56.67176,-2.217031,-4.644751,9.799467,-1.992366,-4.320611,-16.9313,-16.16086,-1.826776,9.665392,3.412214,0.4427481,-22.18321,-0.1460463,1.137246,10.04128,-0.2824428,1.557252,1.351145,-0.2442086,0.1221043,10.13945,-0.7557252,0.5725191,-1.641221,-0.1723825,-0.1819593,10.0317,-0.9312977,1.145038,-0.9236641,-0.2226608,-0.1173159,10.07001,-0.6412213,1.290076,-1.343511,-0.2178724,0.1675941,10.0772,-0.4656488,0.9083969,-1.045802,-0.1987187,-0.09337386,10.09874,-0.5801527,0.4580153,-1.091603,4,1
-0.2873042,0.05506664,10.15141,-0.870229,0.7328244,-1.572519,0.3184288,-0.1388637,10.10832,-0.5954198,1.206107,-3.648855,-0.1556231,-0.03351882,10.07001,-0.7328244,2.328244,-1.244275,2.523489,0.1316811,10.16578,-1.717557,0.6717557,2.763359,8.508993,0.4477157,10.25676,0.4961832,-0.2900764,-11.9542,10.14902,-2.128445,9.91439,-1.572519,3.389313,-0.5267176,-14.60224,-0.8954314,9.816227,-5.08397,-0.6793893,41.39695,-7.78355,-0.04070143,9.902418,-0.06870229,1.648855,-15.98473,-0.1460463,0.1149217,10.06044,-0.9847328,0.4122138,2.251908,-0.1963245,-0.07900865,10.16578,-1.48855,1.374046,2.045802,-0.1580173,-0.07900865,10.13945,-0.7175572,0.9236641,-1.412214,-20,1
0.4094085,-0.01436521,10.0772,-0.5725191,1.473282,-3.442748,-0.04070143,0.01197101,10.09635,-0.8854962,1.335878,9.175572,2.920926,-0.4908113,10.18493,-0.5114504,0.961832,-9.374045,19.6127,-0.3256114,11.59273,-3.923664,-5.412214,86.67175,-19.6133,3.177106,9.129091,8.282443,-4.374046,29.25954,-6.296751,-1.671153,9.983821,-0.7557252,0.2442748,-4.870229,-0.7685388,0.56982,10.1155,-0.4503817,1.145038,-9.931297,-0.3734955,-0.02154782,10.14423,-0.8244275,0.7938931,-1.351145,-0.1556231,-0.1484405,10.1179,-1.091603,0.9465649,-1.709924,0.1292869,-0.05267244,9.988609,0.2900764,2.824427,-1.282443,-0.1292869,0.007182605,10.13466,-0.7633588,0.3129771,-1.038168,-4,1
-0.8331822,0.2418144,10.19212,-0.03816794,1.732824,0.7938931,-0.4141969,0.07182605,10.18493,-1.0,0.9694656,11.9771,0.1436521,-0.03830723,10.17057,-1.465649,1.19084,4.778626,1.144428,-0.2920926,10.23042,-1.442748,1.450382,-2.167939,2.32477,0.1628057,10.10114,-1.633588,2.198473,15.10687,9.598354,0.2896984,10.22564,-1.587786,1.015267,-11.46565,11.63582,0.4620809,10.21127,-1.961832,-4.419847,25.31298,-13.45063,-0.9744401,9.342175,-1.969466,1.641221,38.15267,-8.015787,-0.2513912,10.02931,1.015267,1.152672,-7.358778,-0.2154782,0.09576806,10.06762,-1.045802,0.8549618,-2.946565,-0.2274492,-0.1915361,10.0748,-1.633588,0.9083969,3.229008,-17,1
-0.05027823,-0.004788404,10.04607,-0.3587786,0.8396947,-3.290076,-0.03351882,-0.07422025,10.05325,-0.1145038,1.145038,-0.04580153,0.1197101,-0.01675941,10.14184,-0.351145,0.5801527,-2.473282,3.198653,-0.2801216,10.14184,-0.9312977,1.076336,1.175573,8.896853,-0.7086837,9.991004,-5.274809,-5.877862,34.60305,0.06224924,0.03351882,11.05882,-0.2137404,6.244275,-7.442748,-5.125986,-0.1484405,9.955091,-0.4732824,-0.01526718,11.80916,-3.754108,0.3639187,10.05086,-0.2519084,1.091603,-17.58779,-1.51553,0.09816227,9.976639,-0.1755725,1.396947,-12.27481,-0.4285621,-0.1364695,10.0772,-0.8931297,0.5572519,-2.51145,0.1005565,-0.1388637,10.13945,-0.6641222,1.648855,-0.9312977,-15,1
-0.1604115,-0.09576806,10.10353,-0.8091603,1.977099,-2.442748,-0.09576806,0.04070143,10.17057,-0.8931297,1.351145,-4.954198,1.086968,0.1628057,10.24,-0.832061,0.9847328,-2.625954,1.644816,0.3687071,10.22803,-1.335878,1.129771,13.74809,6.749255,-0.09097966,10.57758,-0.3358779,0.3587786,-12.99237,15.20318,1.321599,11.08994,-1.251908,-3.320611,38.77099,-15.97411,0.9050082,9.440337,-6.0,3.290076,42.96947,-8.300697,0.5195417,9.698911,0.6564885,3.694656,-12.96183,-0.1436521,0.009576807,10.08198,-0.7099237,-0.09923664,-1.610687,-0.4644751,-0.1699883,10.08917,-1.045802,0.870229,2.40458,-0.1580173,-0.06224924,10.13226,-0.6030535,0.7251908,-0.961832,-19,1
0.7733272,0.03351882,10.12987,-0.5801527,0.7709923,-2.236641,1.357512,0.4141969,10.17775,-0.7862596,0.8778625,-0.129771,9.861717,0.3016694,10.35492,-0.5801527,0.9694656,-9.358779,17.75779,-1.486799,11.31979,1.236641,-8.61832,30.38168,-19.6133,5.805939,9.124303,0.3664122,-2.824427,20.08397,-3.600879,-0.8499416,10.10114,-2.564885,-1.40458,73.03053,-0.04070143,-0.1460463,10.08917,-0.05343511,1.694656,-20.87786,-0.3663129,0.04788403,10.14184,-1.206107,1.358779,-4.900764,-0.1268927,-0.1125275,10.14184,-0.5572519,1.183206,-1.442748,-0.1771709,-0.1292869,10.09156,-0.3206107,1.839695,-1.145038,-0.1939303,0.08619126,10.1155,-0.3969466,0.9847328,-1.496183,-4,1
0.2920926,0.09097966,10.12747,-0.480916,1.137405,7.198473,1.814805,0.3639187,10.29267,0.2671756,2.068702,-5.320611,7.805098,-0.1244985,10.25197,-3.938931,0.7328244,-26.31298,1.422156,-0.009576807,10.16578,-2.381679,0.03053435,-6.870229,-6.900089,0.6607997,11.81299,-3.022901,-1.961832,31.57252,-5.497087,0.9768343,10.10593,-0.4351145,1.045802,2.328244,-0.866701,-0.1053449,10.05086,-1.030534,0.9847328,-11.75573,0.06703765,-0.002394202,10.08198,-0.9541985,0.1526718,0.08396947,0.06464344,-0.03351882,10.14423,0.3206107,1.40458,-0.2290076,0.1580173,-0.2035071,10.07001,-0.7633588,1.679389,-3.641221,0.03591302,0.04309563,10.0772,2.045802,2.679389,1.137405,4,1
